Key_Dataset,Key_Run,Key_Fold,Key_Scheme,Key_Scheme_options,Key_Scheme_version_ID,Date_time,Number_of_training_instances,Number_of_testing_instances,Number_correct,Number_incorrect,Number_unclassified,Percent_correct,Percent_incorrect,Percent_unclassified,Kappa_statistic,Mean_absolute_error,Root_mean_squared_error,Relative_absolute_error,Root_relative_squared_error,SF_prior_entropy,SF_scheme_entropy,SF_entropy_gain,SF_mean_prior_entropy,SF_mean_scheme_entropy,SF_mean_entropy_gain,KB_information,KB_mean_information,KB_relative_information,True_positive_rate,Num_true_positives,False_positive_rate,Num_false_positives,True_negative_rate,Num_true_negatives,False_negative_rate,Num_false_negatives,IR_precision,IR_recall,F_measure,Matthews_correlation,Area_under_ROC,Area_under_PRC,Weighted_avg_true_positive_rate,Weighted_avg_false_positive_rate,Weighted_avg_true_negative_rate,Weighted_avg_false_negative_rate,Weighted_avg_IR_precision,Weighted_avg_IR_recall,Weighted_avg_F_measure,Weighted_avg_matthews_correlation,Weighted_avg_area_under_ROC,Weighted_avg_area_under_PRC,Unweighted_macro_avg_F_measure,Unweighted_micro_avg_F_measure,Elapsed_Time_training,Elapsed_Time_testing,UserCPU_Time_training,UserCPU_Time_testing,UserCPU_Time_millis_training,UserCPU_Time_millis_testing,Serialized_Model_Size,Serialized_Train_Set_Size,Serialized_Test_Set_Size,Coverage_of_Test_Cases_By_Regions,Size_of_Predicted_Regions,Summary,measureExtraArcs,measureMissingArcs,measureReversedArcs,measureDivergence,measureBayesScore,measureBDeuScore,measureMDLScore,measureAICScore,measureEntropyScore,measureTreeSize,measureNumLeaves,measureNumRules,measureOutOfBagError
flag,1,1,weka.classifiers.bayes.BayesNet,'-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5',746037443258775954,2.02010292017E7,10260.0,1140.0,884.0,256.0,0.0,77.54385964912281,22.45614035087719,0.0,0.38755980861244016,0.22514546524062587,0.4728322886267977,81.0397321746514,126.87421479150338,741.0255856621533,40187.507066919825,-39446.48148125767,0.6500224435632923,35.252199181508615,-34.60217673794533,8.893960352440041,0.007801719607403545,1.2002231130106966,0.7852631578947369,746.0,0.2736842105263158,52.0,0.7263157894736842,138.0,0.21473684210526317,204.0,0.9348370927318296,0.7852631578947369,0.8535469107551488,0.41604161004647994,0.7949030470914128,0.9331601472255278,0.775438596491228,0.263859649122807,0.736140350877193,0.22456140350877193,0.846282372598162,0.775438596491228,0.7977552577094912,0.41604161004647994,0.7988901200369345,0.8455326641597851,0.6861719516181759,0.775438596491228,8.911,0.071,8.84,0.07,8840.0,70.0,2988959.0,6.6086164E7,7380724.0,77.89473684210526,50.48245614035088,?,0.0,0.0,0.0,0.0,-6747846.6263355175,-6754335.823633692,-6755159.304556185,-6741277.022980318,-6737440.022980318,?,?,?,?
flag,1,2,weka.classifiers.bayes.BayesNet,'-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5',746037443258775954,2.02010292017E7,10260.0,1140.0,890.0,250.0,0.0,78.0701754385965,21.92982456140351,0.0,0.37810945273631835,0.22028528706717937,0.4667332110488891,79.29034078861464,125.23766056865846,741.0255856621533,35223.02743791324,-34482.00185225109,0.6500224435632923,30.89739248939758,-30.247370045834288,24.737208240807963,0.02169930547439295,3.338239423771543,0.8010526315789473,761.0,0.32105263157894737,61.0,0.6789473684210526,129.0,0.19894736842105262,189.0,0.9257907542579076,0.8010526315789473,0.8589164785553046,0.3988690802454749,0.7959445983379502,0.935713478172806,0.7807017543859649,0.3007017543859649,0.6992982456140351,0.21929824561403508,0.8391023581080048,0.7807017543859649,0.8004094014207591,0.3988690802454749,0.8010964912280701,0.8465743363920236,0.6833952471516681,0.7807017543859649,6.964,0.078,6.94,0.07,6940.0,70.0,2990900.0,6.6086164E7,7380724.0,78.50877192982456,50.6578947368421,?,0.0,0.0,0.0,0.0,-6785357.7423179215,-6792020.136720112,-6792891.627952252,-6778777.794116589,-6774876.794116589,?,?,?,?
flag,1,3,weka.classifiers.bayes.BayesNet,'-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5',746037443258775954,2.02010292017E7,10260.0,1140.0,897.0,243.0,0.0,78.6842105263158,21.31578947368421,0.0,0.40245901639344267,0.21237646350313297,0.4591660351727096,76.44360815395156,123.20717424068843,741.0255856621533,35982.788641486375,-35241.76305582422,0.6500224435632923,31.563849685514363,-30.913827241951072,49.96048507543227,0.04382498690827392,6.742072884135224,0.8010526315789473,761.0,0.28421052631578947,54.0,0.7157894736842105,136.0,0.19894736842105262,189.0,0.9337423312883436,0.8010526315789473,0.8623229461756374,0.42665418024831314,0.8262936288088643,0.9466099591230631,0.7868421052631579,0.27,0.7300000000000001,0.2131578947368421,0.8478621991505427,0.7868421052631579,0.8066283451140022,0.42665418024831314,0.8275780240073868,0.8593496509758302,0.6952391429907313,0.7868421052631579,6.807,0.076,6.8,0.08,6800.0,80.0,2990843.0,6.6086164E7,7380724.0,79.29824561403508,50.48245614035088,?,0.0,0.0,0.0,0.0,-6751933.125761297,-6758597.297328397,-6759591.226611215,-6745484.628783673,-6741585.628783672,?,?,?,?
flag,1,4,weka.classifiers.bayes.BayesNet,'-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5',746037443258775954,2.02010292017E7,10260.0,1140.0,902.0,238.0,0.0,79.12280701754386,20.87719298245614,0.0,0.41186161449752895,0.20987090430159547,0.4563292917951336,75.54174745503266,122.44599612901547,741.0255856621533,31477.135952307715,-30736.110366645564,0.6500224435632923,27.611522765182208,-26.961500321618917,59.9827418324949,0.0526164402039429,8.094557461048598,0.8052631578947368,765.0,0.2789473684210526,53.0,0.7210526315789474,137.0,0.19473684210526315,185.0,0.9352078239608802,0.8052631578947368,0.8653846153846154,0.43569283148264765,0.8206398891966759,0.9414911148811448,0.7912280701754386,0.2649122807017544,0.7350877192982456,0.20877192982456141,0.8502508263856197,0.7912280701754386,0.8103465544871795,0.43569283148264765,0.8245697137580793,0.8575583702489606,0.7002704326923077,0.7912280701754386,6.79,0.073,6.72,0.07,6720.0,70.0,2987039.0,6.6086164E7,7380724.0,79.3859649122807,50.43859649122807,?,0.0,0.0,0.0,0.0,-6698414.360339515,-6704773.39495686,-6705613.035850934,-6691947.834518634,-6688170.834518634,?,?,?,?
flag,1,5,weka.classifiers.bayes.BayesNet,'-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5',746037443258775954,2.02010292017E7,10260.0,1140.0,909.0,231.0,0.0,79.73684210526316,20.263157894736842,0.0,0.4282178217821783,0.20317245286670116,0.4496497307152392,73.13068085998229,120.65368184010619,741.0255856621533,34304.66264927135,-33563.637063609196,0.6500224435632923,30.091809341466096,-29.441786897902805,81.53103172519573,0.07151844888175064,11.002458390467396,0.8094736842105263,769.0,0.2631578947368421,50.0,0.7368421052631579,140.0,0.19052631578947368,181.0,0.938949938949939,0.8094736842105263,0.8694177501413228,0.45267643667174184,0.8209252077562327,0.9428009375964861,0.7973684210526316,0.25105263157894736,0.7489473684210526,0.2026315789473684,0.8551477944001308,0.7973684210526316,0.8158389926976777,0.4526764366717419,0.8255346260387811,0.8582922319154417,0.7086814778103874,0.7973684210526316,6.629,0.076,6.59,0.08,6590.0,80.0,2989088.0,6.6086164E7,7380724.0,79.82456140350877,50.26315789473684,?,0.0,0.0,0.0,0.0,-6716656.937879175,-6723170.808687709,-6724022.318171598,-6710118.328571378,-6706275.328571378,?,?,?,?
flag,1,6,weka.classifiers.bayes.BayesNet,'-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5',746037443258775954,2.02010292018E7,10260.0,1140.0,922.0,218.0,0.0,80.87719298245614,19.12280701754386,0.0,0.4429301533219761,0.19144837067919487,0.4356335353706817,68.91066923570345,116.89274202808619,741.0255856621533,31820.05748075193,-31079.031895089778,0.6500224435632923,27.912331123466604,-27.262308679903313,120.82267645215674,0.10598480390540065,16.304791466032043,0.8263157894736842,785.0,0.2789473684210526,53.0,0.7210526315789474,137.0,0.1736842105263158,165.0,0.9367541766109785,0.8263157894736842,0.8780760626398211,0.46226696726459765,0.8332216066481994,0.9486483577733993,0.8087719298245614,0.2614035087719298,0.7385964912280701,0.1912280701754386,0.8562355445268087,0.8087719298245614,0.8245484803841329,0.46226696726459765,0.8365904893813482,0.8649495798086164,0.7174933158727561,0.8087719298245614,6.933,0.072,6.85,0.07,6850.0,70.0,2990085.0,6.6086164E7,7380724.0,81.2280701754386,50.48245614035088,?,0.0,0.0,0.0,0.0,-6741880.011514621,-6748474.9993572375,-6749380.008067883,-6735360.242337767,-6731485.242337767,?,?,?,?
flag,1,7,weka.classifiers.bayes.BayesNet,'-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5',746037443258775954,2.02010292018E7,10260.0,1140.0,881.0,259.0,0.0,77.28070175438596,22.719298245614034,0.0,0.37939297124600624,0.2270188811335248,0.4757603763496167,81.71405675875975,127.65990316264278,741.0255856621533,45640.700231094605,-44899.67464543245,0.6500224435632923,40.03570195710053,-39.38567951353724,3.123043768177093,0.0027395120773483273,0.4214488444938721,0.7842105263157895,745.0,0.28421052631578947,54.0,0.7157894736842105,136.0,0.21578947368421053,205.0,0.932415519399249,0.7842105263157895,0.8519153802172669,0.40696590696973,0.8001495844875346,0.9364261533346521,0.7728070175438596,0.27280701754385966,0.7271929824561404,0.22719298245614036,0.8434840960780643,0.7728070175438596,0.7953029926167118,0.40696590696973,0.8041269621421976,0.8475223001505818,0.6820782174156014,0.7728070175438596,7.223,0.075,7.19,0.07,7190.0,70.0,2989254.0,6.6086164E7,7380724.0,77.54385964912281,50.175438596491226,?,0.0,0.0,0.0,0.0,-6718332.685260421,-6724854.778055234,-6725694.378237329,-6711783.152628992,-6707938.152628992,?,?,?,?
flag,1,8,weka.classifiers.bayes.BayesNet,'-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5',746037443258775954,2.02010292018E7,10260.0,1140.0,906.0,234.0,0.0,79.47368421052632,20.526315789473685,0.0,0.40407470288624797,0.20568337295582065,0.4522969591308697,74.03447117757418,121.36400775203217,741.0255856621533,30125.027534791436,-29384.001949129284,0.6500224435632923,26.42546274981705,-25.77544030625376,72.55021680703334,0.06364054105880117,9.790514418230934,0.8168421052631579,776.0,0.3157894736842105,60.0,0.6842105263157895,130.0,0.1831578947368421,174.0,0.9282296650717703,0.8168421052631579,0.8689809630459128,0.4222620191217148,0.81803324099723,0.9413583961831992,0.7947368421052632,0.2936842105263158,0.7063157894736842,0.20526315789473684,0.8447966507177033,0.7947368421052632,0.8118701007838747,0.42226201912171474,0.8218337950138503,0.8578157440237185,0.6976483762597985,0.7947368421052632,7.353,0.075,7.28,0.08,7280.0,80.0,2988585.0,6.6086164E7,7380724.0,79.73684210526316,50.30701754385965,?,0.0,0.0,0.0,0.0,-6749038.21320113,-6755491.292570403,-6756312.424608376,-6742473.559081226,-6738648.559081226,?,?,?,?
flag,1,9,weka.classifiers.bayes.BayesNet,'-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5',746037443258775954,2.02010292018E7,10260.0,1140.0,901.0,239.0,0.0,79.03508771929825,20.964912280701753,0.0,0.4161237785016286,0.20956127572726346,0.4564961073037189,75.4302985448329,122.49075742636315,741.0255856621533,36312.10062739413,-35571.07504173198,0.6500224435632923,31.85271984859134,-31.20269740502805,60.00650130354508,0.05263728184521498,8.097763756689382,0.8010526315789473,761.0,0.2631578947368421,50.0,0.7368421052631579,140.0,0.19894736842105262,189.0,0.938347718865598,0.8010526315789473,0.8642816581487791,0.4424126352661219,0.8154293628808864,0.9414731410660716,0.7903508771929825,0.2524561403508772,0.7475438596491228,0.20964912280701756,0.8528784182036011,0.7903508771929825,0.8101512212254597,0.4424126352661219,0.8191163434903046,0.8563232565272428,0.7018903473788212,0.7903508771929825,6.479,0.075,6.44,0.07,6440.0,70.0,2989319.0,6.6086164E7,7380724.0,79.3859649122807,50.35087719298246,?,0.0,0.0,0.0,0.0,-6740126.453562194,-6746647.525746597,-6747504.930936657,-6733579.233312081,-6729730.2333120825,?,?,?,?
flag,1,10,weka.classifiers.bayes.BayesNet,'-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5',746037443258775954,2.02010292018E7,10260.0,1140.0,877.0,263.0,0.0,76.9298245614035,23.07017543859649,0.0,0.3403010033444815,0.23066701703516598,0.477903505129516,83.02718094755814,128.23496495027254,741.0255856621533,43201.928623502965,-42460.90303784081,0.6500224435632923,37.896428617107865,-37.24640617354457,-6.74465093659639,-0.005916360470698588,-0.910177876053985,0.7968421052631579,757.0,0.3684210526315789,70.0,0.631578947368421,120.0,0.2031578947368421,193.0,0.9153567110036276,0.7968421052631579,0.8519977490151941,0.3577539878576123,0.7740526315789473,0.9274766677434875,0.769298245614035,0.34087719298245617,0.6591228070175439,0.2307017543859649,0.8266950227479644,0.769298245614035,0.78952098700239,0.35775398785761225,0.7776634349030469,0.8360061809196392,0.6645674629767819,0.769298245614035,6.827,0.076,6.72,0.08,6720.0,80.0,2989851.0,6.6086164E7,7380724.0,77.54385964912281,50.70175438596491,?,0.0,0.0,0.0,0.0,-6790066.021912127,-6796634.079859811,-6797417.649259028,-6783426.827561381,-6779559.82756138,?,?,?,?
